품목 410개 · 최근 90일 출고 있는 것만 · 7일치 · 입수 배수로 올림
코드	품목명	90일출고	하루평균	입수	적정후보	현재고	지금적정
1000775940	(화계전통)샐러드용기(205/206),대,뚜껑,80	4	0.0	1	1	-12	
1000782763	(풋풋)종이컵,12OZ,베다4인쇄,1000EA/BO	4	0.0	1	1	-13	
1000800215	(동해왕코다리)원형찜용기(특대),300*80MM,4	4	0.0	1	1	-5	
1000804466	(동해왕코다리)통닭용기,스티로폼,245*160*65	4	0.0	1	1	-5	
1010003004	8/9oz 종이컵뚜껑,개폐형,검정/1000입	4	0.0	1	1	11	
9904013102	(정우)M-130A몸체,130*65MM,500ML,	4	0.0	1	1	2	
9904013104	(정우)M-130L뚜껑,130*10MM,PP,투명,	4	0.0	1	1	3	
1000723504	(진저베어&카페페퍼)스트로우,일자,검정,벌크포장7-	3	0.0	1	1	-20	
1000723506	(카페페퍼)칵테일냅킨,흰색,W230mm,L230mm	3	0.0	1	1	3	
1000731252	(런던베이글)베이컨어니언스티커 크림치즈 대 70*3	3	0.0	1	1	3	
1000735416	(올리앤)일회용아이스컵뚜껑,PET,92Ø(파이),1	3	0.0	1	1	-4	
1000735681	(버닝&남영)각대봉투,중,노루지, 무지,150*90	3	0.0	1	1	-6	
1000735976	(올리앤)비닐봉투,중,500*M125*310MM,1	3	0.0	1	1	-12	
1000738700	(파더스) 비닐쇼핑백,대,PE,링펀지300*M90*	3	0.0	1	1	-6	
1000738706	(파더스)OPP 접착봉투 중, 150*180+40m	3	0.0	1	1	-11	
1000738707	(파더스)OPP 접착봉투 대, 180*250+40m	3	0.0	1	1	-15	
1000744543	(카페페퍼)케이크박스,대,268*268*150MM,	3	0.0	1	1	-6	
1000747904	PLA스트로우,백색,PE벌크포장,DIA7*210MM	3	0.0	1	1	-14	
1000755867	(주니아)13OZ 종이컵 인쇄,1000EA/BOX	3	0.0	1	1	34	
1000761944	(무튼)피자박스, 대,13인치,340*340*45M	3	0.0	1	1	-8	
1000762300	(최강금돈까스)칵테일냅킨,흰색, 10,000EA	3	0.0	1	1	-3	
1000765330	(정희)사각죽용기몸체(특대),JH,백색,1300ML	3	0.0	1	1	-9	
1000765372	(꾸아)둥근 대나무젓가락,개별포장,L20CM,인쇄,	3	0.0	1	1	-15	
1000778963	(은호)(화계전통)사각죽용기,몸체,중,188*130	3	0.0	1	1	-8	
1000779629	(스노우피크)PLA컵,92.5파이,14OZ,1도,1	3	0.0	1	1	-10	
1000805114	(디키친)트레이깔지,노루지,40g500*300mm 	3	0.0	1	1	22	
9904013393	아이스컵뚜껑,평리드,타공,PET,DIA78mm,10	3	0.0	1	1	4	
9904012889	3칸반찬용기몸체(JB-065),218*195*56M	3	0.0	1	1	-13	
9904012890	3칸반찬용기뚜껑(JB-065),218*195MM,P	3	0.0	1	1	-13	
6010009023	유산지, 265*215mm, 5,000ea	3	0.0	1	1	14	
1000455394	OPP봉투,20*25CM,2000EA/BOX	2	0.0	1	1	-13	
1000713440	(명동피자)종이쇼핑백,260*175(M90)*H45	2	0.0	1	1	-6	
1000718646	(하이웨스트)포장안내문,영문,A4,W150mm,L1	2	0.0	1	1	4	
1000723503	(진저베어&카페페퍼)컵캐리어,2구,무지,200EA/	2	0.0	1	1	38	
1000731147	(런던베이글)플레인스티커,소,60*20MM,4000	2	0.0	1	1	4	
1000731154	(런던베이글)바질페스토스티커 크림치즈 소 60*20	2	0.0	1	1	4	
1000731155	(런던베이글)레몬커드스티커,소,60*20MM,400	2	0.0	1	1	5	
1000731158	(런던베이글)블루베리콤포트스티커,소,60*20MM,	2	0.0	1	1	-3	
1000731225	(레이어드)강아지투명스티커,4온스컵용,원형,42*4	2	0.0	1	1	3	
1000732266	(하이웨스트)각대봉투,대,지루180*110*355T	2	0.0	1	1	10	
1000735094	(버닝)칵테일냅킨,흰색,W230mm,L230mm,,	2	0.0	1	1	-5	
1000735102	(버닝)깔지,345*230MM,무코팅노루지,1도인쇄	2	0.0	1	1	-4	
1000735106	(버닝)10oz 종이컵,4도인쇄,1000EA/BOX	2	0.0	1	1	-4	
1000735630	(버닝&남영)컵캐리어,2구,크라프트,무지,400g,	2	0.0	1	1	-5	
1000735996	(올리앤)일회용도시락용기,몸체,8칸,검정,PS,30	2	0.0	1	1	-11	
1000736009	(올리앤)일회용도시락용기,뚜껑,8칸,투명,PET,3	2	0.0	1	1	-11	
1000737933	(런던&레이&하이)케익하판,직사각,백색,263*20	2	0.0	1	1	2	
1000745141	아이스컵 ,DIA95Ø(파이)*125MM,PP,10	2	0.0	1	1	-4	
1000754028	몰드트레이,크라프트,156*60*H47MM,400E	2	0.0	1	1	-4	
1000757712	(우키)이중종이컵,바우피앤씨,12온스, 4도인쇄,5	2	0.0	1	1	-10	
1000769003	(우키)비닐봉투, 중,유백색460*450(M50)M	2	0.0	1	1	31	
1000771927	(오베이글)종이쇼핑백,310*150*305MM,2도	2	0.0	1	1	-4	
1000773166	(오늘도사시미)초밥용기,HP-02,체리,합세트,22	2	0.0	1	1	-7	
1000775192	(호호솥밥)꼬막스티커,21*10MM,2도,모조90G	2	0.0	1	1	20	
1000789751	(이츠베럴)파스타히어비닐봉투,소,22MIC,44*4	2	0.0	1	1	-9	
1000800218	(동해왕코다리)반찬용기5칸(대),230*230*50	2	0.0	1	1	-4	
1010009004	10/13oz종이컵뚜껑,개폐형,검정/1000입	2	0.0	1	1	4	
1010017146	비닐봉투,특대,270(M130)*570MM,1000	2	0.0	1	1	19	
9904013273	소스용기,소,백색(Set),JH,DIA68*30MM	2	0.0	1	1	85	
9904012998	12/16/17OZ 종이컵뚜껑,개폐형,검정,1000	2	0.0	1	1	30	
9904013387	E-3100 COLD 스프용기 ,90Ø(파이)*11	2	0.0	1	1	10	
9904013395	종이컵,8oz,무지,1000ea	2	0.0	1	1	-9	
9904012239	2구 비닐캐리어 1000매	2	0.0	1	1	19,991	
1000455393	OPP봉투,15*25CM,2000EA/BOX	1	0.0	1	1	-5	
1000455398	진공포장지,20*30CM,0.07T,1000EA/B	1	0.0	1	1	-25	
1000713439	(명동피자)피자박스,소,245*150*H45MM,1	1	0.0	1	1	36	
1000718636	(레이어드)포장안내문,영문,A4,W150mm,L10	1	0.0	1	1	4	
1000722832	(카페페퍼)카페페퍼박스,대,130*130*105MM	1	0.0	1	1	11	
1000723697	(진저베어)칵테일냅킨,W115mm,L115mm,2도	1	0.0	1	1	5	
1000724413	(진저베어&카페페퍼) 종이용기, 뚜껑PET,250m	1	0.0	1	1	3	
1000725548	(보울레시피)스포키,아이보리,개별포장,L160MM,	1	0.0	1	1	0	
1000730560	(런던&레이&하이)케이크띠지,80*300MM,144	1	0.0	1	1	6	
1000730574	(런던&레이&하이)노루지코팅깔개,중,180*120m	1	0.0	1	1	26	
1000731143	(런던베이글)토마토칠리스프스티커,80*70MM,40	1	0.0	1	1	-4	
1000731157	(런던베이글)라즈베리잼스티커 크림치즈 소 60*20	1	0.0	1	1	5	
1000731160	(런던베이글)메이플피칸스티커 크림치즈 대 70*30	1	0.0	1	1	6	
1000731226	(레이어드)강아지투명스티커,10온스컵용,원형,60*	1	0.0	1	1	-1	
1000731235	(하이웨스트)강아지투명스티커,4온스컵용,원형,42*	1	0.0	1	1	3	
1000735079	(버닝)베이커리박스,소,120*120*85MM,20	1	0.0	1	1	-5	
1000735109	(남영출판사)10oz 종이컵,4도인쇄,1000EA/	1	0.0	1	1	-4	
1000735111	(남영출판사)칵테일냅킨,흰색,W230mm,L230m	1	0.0	1	1	-3	
1000735678	(버닝&남영)비닐봉투,중,220(M60)*370MM	1	0.0	1	1	-2	
1000735981	(올리앤)피자깔지,소, 노루지 40g, 220*22	1	0.0	1	1	-5	
1000735994	(올리앤)스티커,올리앤로고,적색,?50MM,유포지,	1	0.0	1	1	-2	
1000736217	(런던&레이&하이)영국기스티커,소,27*22MM,3	1	0.0	1	1	5	
1000747716	(보울레시피)비닐쇼핑백,특대,50㎛,300(M80*	1	0.0	1	1	7	
1000753865	(레이어드)종이컵,13OZ,인쇄,로엔그린,DIA85	1	0.0	1	1	28	
1000753866	(아티스트)10온스 98Ø(파이) 아이스 PET컵/	1	0.0	1	1	20	
1000757229	(파더스)케익박스,대,녹색,270*140*120,1	1	0.0	1	1	-2	
1000761446	(귯걸귯보이)종이컵,6.5oz,17og	1	0.0	1	1	-29	
1000764837	(꾸아)비닐봉투 대, 315*250*540mm,인쇄	1	0.0	1	1	24	
1000765250	미니탕용기몸체,JH,158*60,PP,백색,400E	1	0.0	1	1	23	
1000765501	소스컵 몸체 70파이(대) ,백색,JH, 3000개	1	0.0	1	1	-5	
1000768164	(오베이글)각대봉투,중,노루지,150*90*330M	1	0.0	1	1	-3	
1000769680	(우키)칵테일냅킨,10000EA	1	0.0	1	1	-3	
1000773165	(오늘도사시미)초밥용기,HP-01,체리,합세트,16	1	0.0	1	1	-3	
1000773168	(오늘도사시미)초밥용기,HP-07,체리,합세트,21	1	0.0	1	1	-11	
1000775932	(화계전통)오리용기세트,100EA/BOX	1	0.0	1	1	-6	
1000775943	(화계전통)대나무젓가락,개별포장,무지,2000EA/	1	0.0	1	1	-5	
1000779632	(스노우피크)종이리드,12/16온스,1000EA/B	1	0.0	1	1	-3	
1000781744	(풋풋)샐러드스티커,40*110MM,4도,3000E	1	0.0	1	1	-2	
1000781745	(풋풋)콘스프스티커,40*110MM,4도,3000E	1	0.0	1	1	-1	
1000787067	스시트레이용기(6호),197*113*24MM,크라프	1	0.0	1	1	-2	
1000787074	스시트레이용기(7호),217*128*24MM,크라프	1	0.0	1	1	-2	
1000789752	(이츠베럴)파스타히어비닐봉투,대,25MIC,63*5	1	0.0	1	1	-7	
1000794298	정담덮밥 비닐 대 65(m10)*53, 1500ea	1	0.0	1	1	-6	
1000800205	(동해왕코다리)은박보냉팩(중),270*300.5KG	1	0.0	1	1	-2	
1000804430	(풋풋)파니니스티커,원형60MM,4도,3000EA/	1	0.0	1	1	-1	
9904012643	각대봉투,소,내유노루지 무지, 1000개입	1	0.0	1	1	22	
9904013311	비닐봉투손잡이(소),조은화학,14.5KG(1,500	1	0.0	1	1	-1	
6010020023	창봉투,크라프트(줄무늬), 90*270MM,2000	1	0.0	1	1	-5	
9904013388	E-3100 COLD 스프용기 뚜껑,90Ø,1000	1	0.0	1	1	10	
9904013392	아이스컵 78Ø 10oz,PET ,1000ea	1	0.0	1	1	-6	
9904013133	(은호)사각죽용기 중 원색 몸통 180*130*H5	1	0.0	1	1	5	
9904013251	크라프트도시락용기(5호),김밥용,195*50*45M	1	0.0	1	1	54	
9904013396	474ML, 종이용기,무지,500EA/BOX	1	0.0	1	1	-1	
9904013162	마시는리드, 98파이,한국피엘에이,DIA98*22M	1	0.0	1	1	37	
9904013079	피자세이버,삼발이,2000EA(500EA*4PAC)	1	0.0	1	1	-3	
